"﻿CustomersID","Given Name","Name","Gender","Postal Code","E-Mail","Tel Number","Age","target group","age group"
"2002109","Leandro ","Fuchs","male","1060","LFuchs@gmail.com","0680 / ***","57","High Budget","50+"
"2002110","Ajan ","Kuhn","male","1090","AKuhn@gmail.com","0664 / ***","63","Low Budget","50+"
"2002111","Jana ","Köhler","female","3312","JKöhler@gmail.com","0650 / ***","39","Low Budget","30-50"
"2002112","Marco ","Vogt","male","1060","MVogt@gmail.com","0676 / ***","65","High Budget","50+"
"2002113","Sophie ","Franke","female","1090","SFranke@gmail.com","0664 / ***","31","High Budget","30-50"
"2002114","Sina ","Schmid","female","1090","SSchmid@gmail.com","0664 / ***","30","High Budget","30-50"
"2002115","Noé ","Klein","male","1060","NKlein@gmail.com","0665 / ***","60","High Budget","50+"
"2002116","Luana ","Friedrich","female","8010","LFriedrich@gmail.com","0676 / ***","54","Low Budget","50+"
"2002117","Elina ","Schreiber","female","1090","ESchreiber@gmail.com","0664 / ***","30","Low Budget","30-50"
"2002118","Luis ","Bauer","male","1060","LBauer@gmail.com","0676 / ***","47","High Budget","30-50"
"2002119","Emma ","Simon","female","1060","ESimon@gmail.com","0665 / ***","55","High Budget","50+"
"2002120","Julia ","Köhler","female","1090","JKöhler@gmail.com","0664 / ***","30","Low Budget","30-50"
"2002121","Oliver ","Braun","male","3312","OBraun@gmail.com","0650 / ***","60","Low Budget","50+"
"2002122","Ava ","Kuhn","female","1060","AKuhn@gmail.com","0699 / ***","50","Low Budget","50+"
"2002123","Sara ","Müller","female","1090","SMüller@gmail.com","0664 / ***","54","Low Budget","50+"
"2002124","Sophia ","Roth","female","1060","SRoth@gmail.com","0676 / ***","61","High Budget","50+"
"2002125","Melina ","Albrecht","female","1060","MAlbrecht@gmail.com","0699 / ***","31","High Budget","30-50"
"2002126","Aylin ","Pohl","female","1090","APohl@gmail.com","0664 / ***","35","High Budget","30-50"
"2002127","Leano ","Scholz","male","1090","LScholz@gmail.com","0664 / ***","42","High Budget","30-50"
"2002128","Melissa ","Maier","female","5730","MMaier@gmail.com","0664 / ***","63","Low Budget","50+"
"2002129","Anouk ","Meier","female","1060","AMeier@gmail.com","0665 / ***","54","Low Budget","50+"
"2002130","Emily ","Müller","female","3312","EMüller@gmail.com","0650 / ***","55","High Budget","50+"
"2002131","Thomas ","Wagner","male","5730","TWagner@gmail.com","0664 / ***","61","Low Budget","50+"
"2002132","Alessandro ","Brandt","male","5730","ABrandt@gmail.com","0664 / ***","46","Low Budget","30-50"
"2002133","Elina ","Wolff","female","1060","EWolff@gmail.com","0676 / ***","37","Low Budget","30-50"
"2002134","Mattia ","Roth","male","1060","MRoth@gmail.com","0699 / ***","29","High Budget","18-30"
"2002135","Ethan ","Schmidt","male","3312","ESchmidt@gmail.com","0650 / ***","58","High Budget","50+"
"2002136","Lio ","Böhm","male","5730","LBöhm@gmail.com","0664 / ***","43","High Budget","30-50"
"2002137","Adam ","Friedrich","male","5730","AFriedrich@gmail.com","0664 / ***","40","High Budget","30-50"
"2002138","Nils ","Berger","male","5730","NBerger@gmail.com","0664 / ***","41","Low Budget","30-50"
"2002139","Louis ","Groß","male","5730","LGroß@gmail.com","0664 / ***","68","High Budget","50+"
"2002140","Lucie ","Meyer","female","5730","LMeyer@gmail.com","0664 / ***","67","High Budget","50+"
"2002141","Alessia ","Günther","female","1060","AGünther@gmail.com","0665 / ***","36","High Budget","30-50"
"2002142","Giulia ","Winkler","female","1060","GWinkler@gmail.com","0699 / ***","64","High Budget","50+"
"2002143","Laura ","Roth","female","1060","LRoth@gmail.com","0680 / ***","51","High Budget","50+"
"2002144","Sofia ","Winter","female","5730","SWinter@gmail.com","0664 / ***","67","Low Budget","50+"
"2002145","Felix ","Busch","male","1060","FBusch@gmail.com","0665 / ***","35","High Budget","30-50"
"2002146","Andrin ","Walter","male","1060","AWalter@gmail.com","0680 / ***","38","Low Budget","30-50"
"2002147","Jael ","Graf","female","1060","JGraf@gmail.com","0676 / ***","55","Low Budget","50+"
"2002148","Max ","Schmid","male","1060","MSchmid@gmail.com","0676 / ***","53","Low Budget","50+"
"2002149","Elio ","Zimmermann","male","5730","EZimmermann@gmail.com","0664 / ***","32","High Budget","30-50"
"2002150","Livio ","Graf","male","5730","LGraf@gmail.com","0664 / ***","68","Low Budget","50+"
"2002151","Mateo ","Kaiser","male","5730","MKaiser@gmail.com","0664 / ***","36","High Budget","30-50"
"2002152","Alex ","Vogt","male","1060","AVogt@gmail.com","0699 / ***","60","High Budget","50+"
"2002153","Joel ","Keller","male","1060","JKeller@gmail.com","0699 / ***","60","Low Budget","50+"
"2002154","Nils ","Schuster","male","5730","NSchuster@gmail.com","0664 / ***","64","High Budget","50+"
"2002155","Zoe ","Lange","female","5730","ZLange@gmail.com","0664 / ***","51","Low Budget","50+"
"2002156","Mael ","Klein","male","1060","MKlein@gmail.com","0665 / ***","58","Low Budget","50+"
"2002157","Elisa ","Graf","female","5730","EGraf@gmail.com","0664 / ***","45","High Budget","30-50"
"2002158","Luis ","Beck","male","1060","LBeck@gmail.com","0680 / ***","55","Low Budget","50+"
"2002159","Nicolas ","Wolff","male","1060","NWolff@gmail.com","0676 / ***","51","Low Budget","50+"
"2002160","Livio ","Walter","male","5730","LWalter@gmail.com","0664 / ***","59","High Budget","50+"
"2002161","Noar ","Kühn","male","1060","NKühn@gmail.com","0676 / ***","37","Low Budget","30-50"
"2002162","Nina ","Schneider","female","1060","NSchneider@gmail.com","0665 / ***","53","High Budget","50+"
"2002163","Daniel ","Winkler","male","1060","DWinkler@gmail.com","0676 / ***","33","Low Budget","30-50"
"2002164","Aylin ","Becker","female","1060","ABecker@gmail.com","0676 / ***","46","Low Budget","30-50"
"2002165","Jonas ","Friedrich","male","3312","JFriedrich@gmail.com","0650 / ***","51","Low Budget","50+"
"2002166","Emily ","Sommer","female","1060","ESommer@gmail.com","0680 / ***","32","High Budget","30-50"
"2002167","Dario ","Voigt","male","1060","DVoigt@gmail.com","0676 / ***","48","Low Budget","30-50"
"2002168","Amelia ","Peters","female","1060","APeters@gmail.com","0680 / ***","46","Low Budget","30-50"
"2002169","Felix ","Friedrich","male","1060","FFriedrich@gmail.com","0680 / ***","47","Low Budget","30-50"
"2002170","Nolan ","Ziegler","male","1060","NZiegler@gmail.com","0676 / ***","54","High Budget","50+"
"2002171","Aline ","Schmidt","female","5730","ASchmidt@gmail.com","0664 / ***","28","Low Budget","18-30"
"2002172","Nina ","Wolff","female","1060","NWolff@gmail.com","0676 / ***","57","Low Budget","50+"
"2002173","Diego ","Schmidt","male","1060","DSchmidt@gmail.com","0676 / ***","37","High Budget","30-50"
"2002174","Melissa ","Lorenz","female","5730","MLorenz@gmail.com","0664 / ***","39","High Budget","30-50"
"2002175","Timo ","Jäger","male","1060","TJäger@gmail.com","0680 / ***","53","High Budget","50+"
"2002176","Mila ","Jung","female","1060","MJung@gmail.com","0676 / ***","32","High Budget","30-50"
"2002177","Elio ","Martin","male","3312","EMartin@gmail.com","0650 / ***","68","High Budget","50+"
"2002178","Hana ","Schulte","female","5730","HSchulte@gmail.com","0664 / ***","45","High Budget","30-50"
"2002179","Alessio ","Keller","male","1060","AKeller@gmail.com","0680 / ***","45","Low Budget","30-50"
"2002180","Nevio ","Pfeiffer","male","1060","NPfeiffer@gmail.com","0665 / ***","60","High Budget","50+"
"2002181","Valentin ","Schmitt","male","1060","VSchmitt@gmail.com","0680 / ***","42","High Budget","30-50"
"2002182","Jana ","Berger","female","5730","JBerger@gmail.com","0664 / ***","43","High Budget","30-50"
"2002183","Anaïs ","Albrecht","female","1060","AAlbrecht@gmail.com","0699 / ***","53","High Budget","50+"
"2002184","Apr ","Mayer","male","5730","AMayer@gmail.com","0664 / ***","38","High Budget","30-50"
"2002185","Leano ","Horn","male","3312","LHorn@gmail.com","0650 / ***","54","High Budget","50+"
"2002186","Linda ","Jung","female","5730","LJung@gmail.com","0664 / ***","43","Low Budget","30-50"
"2002187","Nico ","Scholz","male","1060","NScholz@gmail.com","0665 / ***","38","High Budget","30-50"
"2002188","Felix ","Vogel","male","3312","FVogel@gmail.com","0650 / ***","45","Low Budget","30-50"
"2002189","Chiara ","Busch","female","1060","CBusch@gmail.com","0699 / ***","45","Low Budget","30-50"
"2002190","Mael ","Sommer","male","1060","MSommer@gmail.com","0699 / ***","49","Low Budget","30-50"
"2002191","Sina ","Kuhn","female","5730","SKuhn@gmail.com","0664 / ***","35","High Budget","30-50"
"2002192","Nico ","Schröder","male","5730","NSchröder@gmail.com","0664 / ***","66","Low Budget","50+"
"2002193","Mael ","Köhler","male","5730","MKöhler@gmail.com","0664 / ***","65","Low Budget","50+"
"2002194","Leandro ","Werner","male","3312","LWerner@gmail.com","0650 / ***","34","High Budget","30-50"
"2002195","Liana ","Voigt","female","1060","LVoigt@gmail.com","0680 / ***","65","High Budget","50+"
"2002196","Livia ","Stein","female","1060","LStein@gmail.com","0676 / ***","32","Low Budget","30-50"
"2002197","Malea ","Hartmann","female","5730","MHartmann@gmail.com","0664 / ***","66","High Budget","50+"
"2002198","Lenny ","Hoffmann","male","1060","LHoffmann@gmail.com","0680 / ***","30","Low Budget","30-50"
"2002199","Benjamin ","Meyer","male","1060","BMeyer@gmail.com","0676 / ***","28","Low Budget","18-30"
"2002200","Naomi ","Thomas","female","5730","NThomas@gmail.com","0664 / ***","66","Low Budget","50+"
"2002201","Nina ","Schreiber","female","5730","NSchreiber@gmail.com","0664 / ***","42","Low Budget","30-50"
"2002202","Nora ","Jung","female","5730","NJung@gmail.com","0664 / ***","39","High Budget","30-50"
"2002203","Ryan ","Franke","male","1060","RFranke@gmail.com","0676 / ***","35","High Budget","30-50"
"2002204","Lou ","Krüger","female","1060","LKrüger@gmail.com","0665 / ***","34","High Budget","30-50"
"2002205","Amélie ","Lehmann","female","1060","ALehmann@gmail.com","0699 / ***","58","Low Budget","50+"
"2002206","Amina ","Schreiber","female","1060","ASchreiber@gmail.com","0680 / ***","36","Low Budget","30-50"
"2002207","Noé ","Jäger","male","5730","NJäger@gmail.com","0664 / ***","37","Low Budget","30-50"
"2002208","Alice ","Beck","female","1060","ABeck@gmail.com","0680 / ***","40","Low Budget","30-50"
"2002209","Jason ","Baumann","male","5730","JBaumann@gmail.com","0664 / ***","68","High Budget","50+"
"2002210","Nils ","Bauer","male","5730","NBauer@gmail.com","0664 / ***","30","High Budget","30-50"
"2002211","Alessio ","Neumann","male","5730","ANeumann@gmail.com","0664 / ***","28","Low Budget","18-30"
"2002212","Thomas ","Pfeiffer","male","5730","TPfeiffer@gmail.com","0664 / ***","42","High Budget","30-50"
"2002213","Julian ","Becker","male","1060","JBecker@gmail.com","0676 / ***","58","Low Budget","50+"
"2002214","Vincent ","Koch","male","5730","VKoch@gmail.com","0664 / ***","64","High Budget","50+"
"2002215","Elia ","Schwarz","male","1060","ESchwarz@gmail.com","0680 / ***","50","Low Budget","50+"
"2002216","Leon ","Fuchs","male","5730","LFuchs@gmail.com","0664 / ***","45","Low Budget","30-50"
"2002217","Alice ","Köhler","female","3312","AKöhler@gmail.com","0650 / ***","29","Low Budget","18-30"
"2002218","Fabio ","Neumann","male","3312","FNeumann@gmail.com","0650 / ***","50","High Budget","50+"
"2002219","Selina ","Müller","female","5730","SMüller@gmail.com","0664 / ***","55","High Budget","50+"
"2002220","Lenny ","Ziegler","male","3312","LZiegler@gmail.com","0650 / ***","44","High Budget","30-50"
"2002221","Leonie ","Herrmann","female","5730","LHerrmann@gmail.com","0664 / ***","60","High Budget","50+"
"2002222","Julie ","Baumann","female","1060","JBaumann@gmail.com","0680 / ***","39","High Budget","30-50"
"2002223","Ajan ","Lang","male","1060","ALang@gmail.com","0676 / ***","59","High Budget","50+"
"2002224","Colin ","Friedrich","male","5730","CFriedrich@gmail.com","0664 / ***","39","High Budget","30-50"
"2002225","Malin ","Möller","female","5730","MMöller@gmail.com","0664 / ***","45","High Budget","30-50"
"2002226","Ava ","Pfeiffer","female","5730","APfeiffer@gmail.com","0664 / ***","51","High Budget","50+"
"2002227","Juna ","Schumacher","female","1060","JSchumacher@gmail.com","0665 / ***","29","Low Budget","18-30"
"2002228","Lukas ","Thomas","male","5730","LThomas@gmail.com","0664 / ***","39","Low Budget","30-50"
"2002229","Lena ","Werner","female","1060","LWerner@gmail.com","0699 / ***","63","Low Budget","50+"
"2002230","Stella ","Horn","female","5730","SHorn@gmail.com","0664 / ***","47","High Budget","30-50"
"2002231","Lukas ","Klein","male","5730","LKlein@gmail.com","0664 / ***","66","High Budget","50+"
"2002232","Naomi ","Klein","female","3312","NKlein@gmail.com","0650 / ***","56","High Budget","50+"
"2002233","Elena ","Stein","female","5730","EStein@gmail.com","0664 / ***","43","High Budget","30-50"
"2002234","Ava ","Albrecht","female","5730","AAlbrecht@gmail.com","0664 / ***","36","High Budget","30-50"
"2002235","Aylin ","Krüger","female","3312","AKrüger@gmail.com","0650 / ***","60","Low Budget","50+"
"2002236","Linda ","Huber","female","5730","LHuber@gmail.com","0664 / ***","45","Low Budget","30-50"
"2002237","Luisa ","Simon","female","5730","LSimon@gmail.com","0664 / ***","56","High Budget","50+"
"2002238","Sofia ","Werner","female","3312","SWerner@gmail.com","0650 / ***","59","Low Budget","50+"
"2002239","Lio ","Seidel","male","3312","LSeidel@gmail.com","0650 / ***","63","Low Budget","50+"
"2002240","Eva ","Schmitt","female","5730","ESchmitt@gmail.com","0664 / ***","45","Low Budget","30-50"
"2002241","Leon ","Werner","male","1060","LWerner@gmail.com","0676 / ***","57","High Budget","50+"
"2002242","Maya ","Becker","female","3312","MBecker@gmail.com","0650 / ***","63","Low Budget","50+"
"2002243","Leonie ","Schwarz","female","5730","LSchwarz@gmail.com","0664 / ***","52","High Budget","50+"
"2002244","Helena ","Jäger","female","1060","HJäger@gmail.com","0680 / ***","40","Low Budget","30-50"
"2002245","Naomi ","Vogt","female","1060","NVogt@gmail.com","0676 / ***","34","High Budget","30-50"
"2002246","Chiara ","Ziegler","female","3312","CZiegler@gmail.com","0650 / ***","59","High Budget","50+"
"2002247","Diana ","Schäfer","female","3312","DSchäfer@gmail.com","0650 / ***","49","High Budget","30-50"
"2002248","Luca ","Lehmann","male","5730","LLehmann@gmail.com","0664 / ***","50","Low Budget","50+"
"2002249","Nino ","Lorenz","male","1060","NLorenz@gmail.com","0680 / ***","52","High Budget","50+"
"2002250","Nathan ","Koch","male","1060","NKoch@gmail.com","0699 / ***","54","Low Budget","50+"
"2002251","Gabriel ","Braun","male","1060","GBraun@gmail.com","0665 / ***","48","High Budget","30-50"
"2002252","Mateo ","Hoffmann","male","1060","MHoffmann@gmail.com","0680 / ***","58","High Budget","50+"
"2002253","Luca ","Winter","male","5730","LWinter@gmail.com","0664 / ***","46","Low Budget","30-50"
"2002254","Maya ","Pohl","female","5730","MPohl@gmail.com","0664 / ***","57","High Budget","50+"
"2002255","Colin ","Busch","male","5730","CBusch@gmail.com","0664 / ***","31","High Budget","30-50"
"2002256","Chloé ","Winter","female","1060","CWinter@gmail.com","0699 / ***","45","Low Budget","30-50"
"2002257","Loris ","Maier","male","1060","LMaier@gmail.com","0676 / ***","53","Low Budget","50+"
"2002258","Ryan ","Richter","male","1060","RRichter@gmail.com","0665 / ***","48","High Budget","30-50"
"2002259","Amina ","Schneider","female","1060","ASchneider@gmail.com","0665 / ***","61","High Budget","50+"
"2002260","Maya ","Arnold","female","5730","MArnold@gmail.com","0664 / ***","38","Low Budget","30-50"
"2002261","Raphael ","Lang","male","5730","RLang@gmail.com","0664 / ***","55","Low Budget","50+"
"2002262","Leo ","Pfeiffer","male","5730","LPfeiffer@gmail.com","0664 / ***","66","Low Budget","50+"
"2002263","Nora ","Huber","female","1060","NHuber@gmail.com","0699 / ***","55","High Budget","50+"
"2002264","Alessandro ","Schumacher","male","3312","ASchumacher@gmail.com","0650 / ***","40","Low Budget","30-50"
"2002265","Evan ","Lorenz","male","1060","ELorenz@gmail.com","0665 / ***","55","Low Budget","50+"
"2002266","Clara ","Peters","female","1060","CPeters@gmail.com","0680 / ***","37","Low Budget","30-50"
"2002267","Eva ","Lang","female","1060","ELang@gmail.com","0676 / ***","52","High Budget","50+"
"2002268","Chloé ","Werner","female","5730","CWerner@gmail.com","0664 / ***","65","Low Budget","50+"
"2002269","Emilie ","Fuchs","female","3300","EFuchs@gmail.com","0650 / ***","64","Low Budget","50+"
"2002270","Adrian ","Scholz","male","2400","AScholz@gmail.com","0664 / ***","41","High Budget","30-50"
"2002271","Lia ","Horn","female","1060","LHorn@gmail.com","0665 / ***","40","High Budget","30-50"
"2002272","Melina ","Böhm","female","1060","MBöhm@gmail.com","0665 / ***","28","High Budget","18-30"
"2002273","Ben ","Winter","male","2400","BWinter@gmail.com","0664 / ***","59","High Budget","50+"
"2002274","Eva ","Franke","female","2400","EFranke@gmail.com","0664 / ***","36","Low Budget","30-50"
